pin14,year,month,price,class,sqftl,age,sqftb,rooms,bedrooms,basement,aircond,fireplace,attic,bathrooms,garage1,garage2,longitude,latitude,brick
13234060520000,1996,2,118000,211,3125,105,1720,7,5,1,0,0,1,3,0,1,-87.7165780581883,41.9406552429484,1
13234080490000,2001,5,175000,202,3150,100,794,7,4,1,0,0,0,1.5,1,0,-87.7147345,41.9404265,0
13234080490000,2002,6,213000,202,3150,100,794,7,4,1,0,0,0,1.5,1,0,-87.7147345,41.9404265,0
13241040430000,1994,8,119000,202,3998,47,994,5,2,0,1,0,0,1,0,1,-87.7022503502941,41.9523364862421,1
13241040430000,2014,10,260000,202,3998,47,994,5,2,0,1,0,0,1,0,1,-87.7022503502941,41.9523364862421,1
13241040430000,2015,12,775000,202,3998,47,994,5,2,0,1,0,0,1,0,1,-87.7022503502941,41.9523364862421,1
13241140250000,2000,9,207000,211,3750,84,2362,12,6,1,0,0,0,2,0,1,-87.6997855,41.951696,1
13241140250000,2003,5,575000,211,3750,84,2362,12,6,1,0,0,0,2,0,1,-87.6997855,41.951696,1
13241160270000,1995,10,111000,203,3125,104,1110,5,2,1,0,0,1,1,1,0,-87.7070285595113,41.9496127465969,0
13241180240000,2011,5,159000,211,3125,93,1774,10,4,1,0,0,1,2,0,1,-87.7045925595114,41.9499697465969,0
13241180240000,2015,5,390000,211,3125,93,1774,10,4,1,0,0,1,2,0,1,-87.7045925595114,41.9499697465969,0
13241200250000,1994,11,180000,211,4500,78,2644,7,4,0,0,0,0,2,1,0,-87.7021706648615,41.9497760202555,0
13241200250000,2000,4,345000,211,4500,78,2644,7,4,0,0,0,0,2,1,0,-87.7021706648615,41.9497760202555,0
13241250290000,2004,11,450000,211,3125,95,2046,10,4,1,0,0,0,2,0,1,-87.7057459392721,41.9474572534024,1
13241280060000,2001,9,245500,202,3500,97,812,4,2,1,0,0,1,1,0,1,-87.702627,41.9479735,0
13241280330000,1997,6,122000,202,3000,44,950,4,2,0,0,0,0,1,0,1,-87.7020995901839,41.947577745189,1
13242050110000,2004,4,365000,203,4125,79,1116,4,3,0,0,0,0,1,1,0,-87.6894868567701,41.9509955011837,0
13242050110000,2004,12,295000,203,4125,79,1116,4,3,0,0,0,0,1,1,0,-87.6894868567701,41.9509955011837,0
13242050110000,2005,6,520000,203,4125,79,1116,4,3,0,0,0,0,1,1,0,-87.6894868567701,41.9509955011837,0
13243070210000,2005,9,226000,202,3200,100,651,3,2,0,0,0,0,1,0,0,-87.705654066863,41.9439707467801,0
13243100290000,2014,6,136000,203,4650,80,1140,7,3,1,0,0,1,1.5,0,1,-87.7068391726598,41.9421534795267,1
13243100290000,2014,11,285000,203,4650,80,1140,7,3,1,0,0,1,1.5,0,1,-87.7068391726598,41.9421534795267,1
13251000390000,1996,12,127000,202,3150,40,912,5,3,1,1,1,0,1,1,0,-87.7067095643776,41.9376407466,1
13251000390000,1998,6,133750,202,3150,40,912,5,3,1,1,1,0,1,1,0,-87.7067095643776,41.9376407466,1
13251040300000,1992,7,89000,203,3000,105,1288,6,3,1,0,0,1,1.5,0,1,-87.699264,41.938733,1
13251200220000,1995,2,94000,211,3150,112,2086,8,4,1,0,0,1,2,0,0,-87.7054111907317,41.9350902656357,0
13251200220000,2009,6,129900,211,3150,112,2086,8,4,1,0,0,1,2,0,0,-87.7054111907317,41.9350902656357,0
13251200220000,2011,1,216000,211,3150,112,2086,8,4,1,0,0,1,2,0,0,-87.7054111907317,41.9350902656357,0
13251210260000,2005,5,375950,203,3150,99,1440,5,3,1,0,0,1,1,0,1,-87.7041869344058,41.9350292533992,0
13251210260000,2011,10,32500,203,3150,99,1440,5,3,1,0,0,1,1,0,1,-87.7041869344058,41.9350292533992,0
13251210260000,2011,11,92000,203,3150,99,1440,5,3,1,0,0,1,1,0,1,-87.7041869344058,41.9350292533992,0
13251210260000,2012,9,375000,203,3150,99,1440,5,3,1,0,0,1,1,0,1,-87.7041869344058,41.9350292533992,0
13251210430000,1994,3,140000,211,2995,99,2184,10,4,1,0,0,0,1,0,1,-87.7042737428088,41.9341212368866,0
13252250550000,2006,10,388000,295,711,1,1632,9,3,0,1,0,0,2,0,1,-87.6944105023292,41.9326224917184,1
13254070370000,2007,6,175000,211,2725,115,2358,12,6,1,0,0,1,2,0,0,-87.6882519937572,41.9309417463439,0
13254110180000,2004,6,649000,211,4980,99,2660,11,5,1,0,0,0,2,0,1,-87.6935030097112,41.9290562840017,1
13261070400000,2000,8,247000,211,3000,98,1584,8,4,1,0,0,1,2.5,0,1,-87.717690217881,41.9378127699398,1
13261190050000,1994,3,159500,211,3840,84,2024,6,4,0,0,0,0,2,0,0,-87.725508,41.9350035,0
13261270430000,1994,6,89900,203,3150,27,1140,5,3,1,0,0,0,1.5,0,1,-87.721225438162,41.9324437570493,1
13261270430000,2007,4,315000,203,3150,27,1140,5,3,1,0,0,0,1.5,0,1,-87.721225438162,41.9324437570493,1
13261280070000,2008,3,245000,211,3150,105,1360,8,4,1,0,0,1,2,0,0,-87.7205397436032,41.9331364877905,0
13262070210000,1996,9,96000,202,4428,80,912,5,2,1,0,0,1,1,0,1,-87.7084486359111,41.9376554810571,1
13262130240000,2004,1,190000,203,3075,115,1624,8,4,1,0,0,1,2,0,0,-87.707917,41.937133,0
13262130240000,2004,9,256000,203,3075,115,1624,8,4,1,0,0,1,2,0,0,-87.707917,41.937133,0
13262130240000,2013,1,50000,203,3075,115,1624,8,4,1,0,0,1,2,0,0,-87.707917,41.937133,0
13262130240000,2013,2,105000,203,3075,115,1624,8,4,1,0,0,1,2,0,0,-87.707917,41.937133,0
13262130240000,2015,3,488000,203,3075,115,1624,8,4,1,0,0,1,2,0,0,-87.707917,41.937133,0
13262220330000,2006,8,345000,211,3125,75,1963,7,4,0,0,0,1,2,0,0,-87.716366,41.9335075,0
13264170070000,2016,5,585000,211,3500,100,2200,10,4,1,0,0,0,2,0,0,-87.715055507572,41.9280202693427,0
13264180250000,2015,7,566500,205,4375,100,1734,7,4,1,0,0,0,2,0,1,-87.7137590836979,41.9276410160914,0
13271100230000,1991,11,137000,211,3630,80,2046,10,6,1,0,0,0,2,0,1,-87.7435025,41.936754,1
13271100230000,1998,7,190750,211,3630,80,2046,10,6,1,0,0,0,2,0,1,-87.7435025,41.936754,1
13271160080000,2001,8,300000,211,3630,81,2480,7,4,0,0,0,0,2,1,0,-87.7451005,41.934498,0
13272000200000,1996,5,115000,203,2910,76,1050,5,2,1,0,0,1,1,1,0,-87.7366885,41.93753,1
13272100220000,2004,3,278000,203,3720,73,1240,6,3,1,0,0,1,1,0,0,-87.7352204733598,41.9356227586966,1
13272100220000,2005,7,290000,203,3720,73,1240,6,3,1,0,0,1,1,0,0,-87.7352204733598,41.9356227586966,1
13272160100000,1990,6,100000,203,2910,78,1349,5,2,1,0,0,1,1,1,0,-87.736583885935,41.9343132358555,1
13272160100000,1997,8,163000,203,2910,78,1349,5,2,1,0,0,1,1,1,0,-87.736583885935,41.9343132358555,1
13272160230000,1995,8,158000,211,3589,83,2061,10,4,1,0,0,0,2,1,0,-87.7361832549077,41.9346965239758,1
13272160230000,1997,10,120000,211,3589,83,2061,10,4,1,0,0,0,2,1,0,-87.7361832549077,41.9346965239758,1
13272200210000,2006,11,363500,211,3750,81,2530,9,5,1,0,0,0,2,0,1,-87.730038,41.9351405,1
13273060130000,1994,5,120000,203,4500,78,1049,9,4,1,1,0,0,2,0,1,-87.7408524940463,41.9302538364719,1
13273060190000,2006,6,414000,211,7500,80,2771,10,4,0,0,0,0,2,1,0,-87.7400074630039,41.9302647572961,1
13273060190000,2007,5,458000,211,7500,80,2771,10,4,0,0,0,0,2,1,0,-87.7400074630039,41.9302647572961,1
13273060190000,2011,12,125000,211,7500,80,2771,10,4,0,0,0,0,2,1,0,-87.7400074630039,41.9302647572961,1
13273100180000,2006,10,275000,211,3750,84,1741,9,4,1,0,0,1,2.5,0,1,-87.7396065,41.9293405,1
13273120350000,2005,6,350000,204,9150,80,1990,6,4,0,0,0,0,2,1,0,-87.7458826937269,41.9278915504868,0
13273120350000,2007,9,490000,204,9150,80,1990,6,4,0,0,0,0,2,1,0,-87.7458826937269,41.9278915504868,0
13273160110000,1998,1,100000,211,3720,85,2062,6,4,0,0,0,0,2,0,0,-87.744839232002,41.9269835020734,0
13273220360000,2004,10,373000,211,3000,78,2004,10,4,1,0,0,0,2,0,1,-87.739791,41.925579,1
13274130260000,1994,10,151000,211,4221,83,2472,7,4,0,0,0,0,2,1,0,-87.7333205,41.926983,0
13274140140000,1997,12,95000,203,3875,81,1202,6,3,1,0,0,1,1,0,1,-87.7326017087249,41.9264687520038,1
13274190030000,1990,11,117000,211,3125,90,2292,8,4,1,0,0,0,2,0,1,-87.7325855,41.9259355,1
13274190030000,2000,8,198000,211,3125,90,2292,8,4,1,0,0,0,2,0,1,-87.7325855,41.9259355,1
13274190030000,2006,5,413000,211,3125,90,2292,8,4,1,0,0,0,2,0,1,-87.7325855,41.9259355,1
13274190030000,2008,12,180000,211,3125,90,2292,8,4,1,0,0,0,2,0,1,-87.7325855,41.9259355,1
13281080320000,1998,6,145000,203,3780,76,1153,5,3,1,0,0,1,1,0,1,-87.7655275,41.93581,1
13281120020000,1995,8,110000,202,3750,95,936,5,3,0,0,0,0,1.5,0,0,-87.7612229736441,41.9365542594503,0
13281120020000,1999,10,138000,202,3750,95,936,5,3,0,0,0,0,1.5,0,0,-87.7612229736441,41.9365542594503,0
13281120020000,2007,8,268000,202,3750,95,936,5,3,0,0,0,0,1.5,0,0,-87.7612229736441,41.9365542594503,0
13281120020000,2010,10,130000,202,3750,95,936,5,3,0,0,0,0,1.5,0,0,-87.7612229736441,41.9365542594503,0
13281170120000,1998,7,154000,203,3780,76,1333,6,3,1,0,0,1,1,0,1,-87.764753,41.933855,1
13281170120000,2004,6,297000,203,3780,76,1333,6,3,1,0,0,1,1,0,1,-87.764753,41.933855,1
13281170260000,2005,11,330000,203,3780,78,1020,6,2,1,0,0,1,2,0,1,-87.7642445325448,41.9342467560929,1
13281240310000,1997,7,127900,202,3780,77,932,5,2,1,1,0,1,1,0,1,-87.76539,41.931889,1
13282040080000,1995,5,122000,203,4000,80,1126,5,3,0,0,0,1,1,0,1,-87.7556234717342,41.9375382595401,1
13282090290000,2001,12,133375,203,3750,80,1079,4,2,0,0,0,0,1,0,0,-87.7529754737002,41.9362732602071,0
13282100220000,1991,3,87000,203,4375,90,1406,5,3,0,0,0,1,1,1,0,-87.7509817589951,41.9362992223684,0
13282100220000,2002,7,185000,203,4375,90,1406,5,3,0,0,0,1,1,1,0,-87.7509817589951,41.9362992223684,0
13282100220000,2003,5,227000,203,4375,90,1406,5,3,0,0,0,1,1,1,0,-87.7509817589951,41.9362992223684,0
13282110120000,2002,6,222000,211,3750,81,2912,10,5,0,0,0,0,2,1,0,-87.7477689736842,41.9367277609649,1
13283020330000,2000,7,253000,211,3720,73,2846,8,5,1,0,0,0,3,0,1,-87.760026740091,41.930707243015,1
13283020330000,2005,10,463000,211,3720,73,2846,8,5,1,0,0,0,3,0,1,-87.760026740091,41.930707243015,1
13283050440000,2002,4,295000,204,4688,46,1888,7,3,0,0,0,1,1,1,0,-87.7621294885793,41.9301556680523,0
13283090430000,2003,6,275000,203,6469,50,1080,4,2,0,0,0,0,1,1,0,-87.7614592445338,41.9288623628533,0
13283120240000,1994,2,130000,211,4125,91,1622,8,4,1,0,0,1,2,0,1,-87.7656325005411,41.9278940165199,1
13283120240000,1996,9,147000,211,4125,91,1622,8,4,1,0,0,1,2,0,1,-87.7656325005411,41.9278940165199,1
13283230230000,1997,11,188000,211,3720,78,2448,5,4,0,0,0,0,1,1,0,-87.7575795,41.9262085,0
13284040100000,1990,10,100000,203,3720,78,1133,5,3,1,0,0,1,1,1,0,-87.7551294734686,41.9302507602103,1
13284040100000,1994,9,135000,203,3720,78,1133,5,3,1,0,0,1,1,1,0,-87.7551294734686,41.9302507602103,1
13284070010000,2014,5,245000,203,6200,80,1501,8,4,1,0,0,1,2,0,1,-87.74880178286,41.9303364621729,1
13284120320000,1993,9,56000,202,3720,73,400,4,1,0,0,0,1,1,0,1,-87.7548265,41.9280575,1
13284120320000,2005,11,256000,202,3720,73,400,4,1,0,0,0,1,1,0,1,-87.7548265,41.9280575,1
13291040200000,2001,9,219900,205,3780,63,1313,6,3,1,0,1,0,1,0,1,-87.7842764746641,41.9371628814537,1
13291060460000,1990,2,112000,202,4221,52,856,4,2,1,1,0,0,1.5,1,0,-87.7805520340004,41.9372143722527,1
13291100350000,1998,8,155000,202,3750,54,876,4,2,1,0,0,0,1,0,1,-87.776486756475,41.9361175149681,1
13291170120000,1995,8,129000,207,3720,58,1290,5,3,1,0,0,0,1,1,0,-87.7805645,41.9336935,1
13291170120000,2001,5,208000,207,3720,58,1290,5,3,1,0,0,0,1,1,0,-87.7805645,41.9336935,1
13291170120000,2004,4,297000,207,3720,58,1290,5,3,1,0,0,0,1,1,0,-87.7805645,41.9336935,1
13291250180000,1995,3,126500,203,3720,80,1012,5,3,1,0,0,1,1,0,1,-87.7800157424334,41.9326974851471,0
13291250180000,2003,5,265000,203,3720,80,1012,5,3,1,0,0,1,1,0,1,-87.7800157424334,41.9326974851471,0
13292130290000,2000,9,160000,203,3720,72,1189,5,3,1,0,0,1,1,0,1,-87.769181,41.935758,1
13292140300000,1993,10,188000,211,3720,52,2316,10,4,0,0,0,0,2,0,1,-87.7679694624583,41.9358567430728,1
13292140300000,2016,9,368000,211,3720,52,2316,10,4,0,0,0,0,2,0,1,-87.7679694624583,41.9358567430728,1
13292200080000,2005,12,272500,202,3720,79,782,5,2,1,1,0,1,1,1,0,-87.7708572038794,41.9341577280207,1
13292200080000,2006,2,397000,202,3720,79,782,5,2,1,1,0,1,1,1,0,-87.7708572038794,41.9341577280207,1
13292270290000,1996,3,83500,203,3720,80,1313,6,3,1,0,0,1,1.5,0,1,-87.7714765,41.9318065,1
13292270290000,1999,11,157900,203,3720,80,1313,6,3,1,0,0,1,1.5,0,1,-87.7714765,41.9318065,1
13293000460000,2007,8,460000,211,3937,34,2448,10,4,1,0,0,1,2,0,1,-87.7847842428428,41.9298979842625,1
13293020210000,1994,4,130000,203,4030,24,1181,5,3,1,0,0,0,1.5,0,1,-87.7828675,41.929881,1
13293020210000,2004,6,250000,203,4030,24,1181,5,3,1,0,0,0,1.5,0,1,-87.7828675,41.929881,1
13293030160000,1998,7,130000,204,3720,75,1855,8,4,1,0,0,1,2,0,0,-87.7816389603475,41.9294417428898,1
13294030200000,1995,6,120000,203,4092,85,1346,6,4,1,1,0,1,1,0,0,-87.7719192438697,41.9296774834687,0
13294090240000,1996,8,167500,211,4092,83,1508,9,6,1,0,0,1,2,0,1,-87.7737905,41.928391,0
13294090240000,2005,6,357000,211,4092,83,1508,9,6,1,0,0,1,2,0,1,-87.7737905,41.928391,0
13294110270000,1993,6,111000,203,4092,64,1541,5,3,1,0,0,1,2,1,0,-87.7713515,41.9281535,1
13294110270000,1996,7,130000,203,4092,64,1541,5,3,1,0,0,1,2,1,0,-87.7713515,41.9281535,1
13294110270000,2000,6,146000,203,4092,64,1541,5,3,1,0,0,1,2,1,0,-87.7713515,41.9281535,1
13294110270000,2015,2,269900,203,4092,64,1541,5,3,1,0,0,1,2,1,0,-87.7713515,41.9281535,1
13294180020000,1996,5,120000,203,4092,83,1408,7,4,1,0,0,1,1,0,1,-87.773053,41.927286,0
13294180020000,2005,3,255000,203,4092,83,1408,7,4,1,0,0,1,1,0,1,-87.773053,41.927286,0
13294230010000,2005,8,335000,203,3679,47,1118,6,3,1,1,0,1,1.5,0,1,-87.7681962094516,41.9274652281239,1
13294270270000,1990,5,161000,211,4650,81,2190,8,4,1,0,0,0,2,0,1,-87.7724498268431,41.9247504781724,1
13294280290000,2005,11,390000,211,3100,77,1822,8,4,1,0,0,1,2,0,1,-87.7712245,41.924478,1
13301100040000,1995,10,152000,207,4833,62,1360,5,3,0,0,0,0,1,0,0,-87.8049027461037,41.9360332444905,0
13301100040000,1997,11,155000,207,4833,62,1360,5,3,0,0,0,0,1,0,0,-87.8049027461037,41.9360332444905,0
13301260160000,1994,2,147000,211,3713,75,2224,8,4,1,0,0,1,2.5,1,0,-87.7964007786205,41.9328242715797,1
13301260160000,2005,12,340000,211,3713,75,2224,8,4,1,0,0,1,2.5,1,0,-87.7964007786205,41.9328242715797,1
13302050210000,2000,9,190000,203,3588,75,1080,5,2,1,0,0,1,1,0,1,-87.7886915,41.9372855,1
13302060210000,1997,5,139000,202,4786,50,884,4,2,1,0,0,1,1,0,0,-87.787455377952,41.9368192369459,1
13302060210000,1999,2,151000,202,4786,50,884,4,2,1,0,0,1,1,0,0,-87.787455377952,41.9368192369459,1
13302100260000,2006,12,330000,203,3750,54,1420,6,3,1,1,0,1,1.5,0,1,-87.792278721954,41.9348667578154,1
13302130320000,2005,8,317000,203,3750,53,1024,4,2,0,0,0,0,1,1,0,-87.7891734644786,41.9361447430744,0
13302220290000,2000,8,205000,203,3756,54,1060,4,2,0,0,0,0,1,1,0,-87.7878975,41.934499,0
13302220290000,2016,4,332750,203,3756,54,1060,4,2,0,0,0,0,1,1,0,-87.7878975,41.934499,0
13302310030000,1993,4,86500,202,4375,90,720,4,2,0,0,0,1,1,0,0,-87.7866045,41.932365,0
13302310030000,2002,7,159000,202,4375,90,720,4,2,0,0,0,1,1,0,0,-87.7866045,41.932365,0
13302310030000,2004,11,211000,202,4375,90,720,4,2,0,0,0,1,1,0,0,-87.7866045,41.932365,0
13302310030000,2005,11,250000,202,4375,90,720,4,2,0,0,0,1,1,0,0,-87.7866045,41.932365,0
13302310030000,2013,12,80000,202,4375,90,720,4,2,0,0,0,1,1,0,0,-87.7866045,41.932365,0
13303110170000,1997,6,202000,211,10500,79,2816,10,5,1,0,0,0,2,0,1,-87.801416806488,41.9279075158187,1
13303110170000,2004,5,440000,211,10500,79,2816,10,5,1,0,0,0,2,0,1,-87.801416806488,41.9279075158187,1
13303120210000,1991,3,130000,202,10500,52,876,5,2,1,0,0,0,1,1,0,-87.7995862553511,41.9280425147617,1
13304080420000,1996,1,127000,203,4725,56,1256,6,3,1,1,0,1,1.5,0,1,-87.7931878706216,41.9249787459651,1
13304080420000,2002,10,221000,203,4725,56,1256,6,3,1,1,0,1,1.5,0,1,-87.7931878706216,41.9249787459651,1
13304080420000,2006,3,333500,203,4725,56,1256,6,3,1,1,0,1,1.5,0,1,-87.7931878706216,41.9249787459651,1
13311200250000,1993,6,145000,203,10000,80,1070,5,2,1,0,0,1,1.5,0,1,-87.8011252547375,41.9194655156544,1
13311260190000,1990,5,180000,203,10000,29,1540,7,3,1,1,0,0,1.5,1,0,-87.8010535565091,41.9172262549993,1
13311260190000,1998,12,200100,203,10000,29,1540,7,3,1,1,0,0,1.5,1,0,-87.8010535565091,41.9172262549993,1
13313010320000,2012,9,240000,203,6810,62,1012,4,2,0,0,0,0,1,0,0,-87.8028721024733,41.9151292482842,0
13313130190000,1996,8,149500,205,3673,70,1613,6,4,1,0,1,0,1.5,1,0,-87.7957520249951,41.9127807560549,1
13313170210000,2004,3,215000,203,8366,66,1531,6,4,1,0,0,1,1,0,1,-87.7991196652406,41.9124700062812,1
13313170210000,2004,4,300000,203,8366,66,1531,6,4,1,0,0,1,1,0,1,-87.7991196652406,41.9124700062812,1
13313170210000,2005,9,345000,203,8366,66,1531,6,4,1,0,0,1,1,0,1,-87.7991196652406,41.9124700062812,1
13313250010000,1991,5,180000,206,6411,67,2569,8,5,0,1,1,0,3,0,1,-87.7981265258933,41.9106362714088,1
13314020030000,1990,5,102000,203,3780,53,1368,5,3,1,0,0,1,2,0,0,-87.7922064654717,41.9160447449141,1
13314020030000,1997,2,124500,203,3780,53,1368,5,3,1,0,0,1,2,0,0,-87.7922064654717,41.9160447449141,1
13314020030000,2007,8,282000,203,3780,53,1368,5,3,1,0,0,1,2,0,0,-87.7922064654717,41.9160447449141,1
13314030510000,2012,2,71500,295,3050,61,936,4,2,1,0,0,0,1,0,1,-87.7904739539419,41.9158232558439,1
13314030510000,2016,8,83000,295,3050,61,936,4,2,1,0,0,0,1,0,1,-87.7904739539419,41.9158232558439,1
13314130050000,1990,10,120000,207,3780,62,1664,6,4,1,0,1,0,1.5,0,1,-87.7920892444691,41.9122364852531,1
13314130050000,1998,6,157500,207,3780,62,1664,6,4,1,0,1,0,1.5,0,1,-87.7920892444691,41.9122364852531,1
13314130050000,2000,12,205700,207,3780,62,1664,6,4,1,0,1,0,1.5,0,1,-87.7920892444691,41.9122364852531,1
13314190050000,1990,4,128000,203,3780,66,1237,5,3,1,0,1,0,1.5,1,0,-87.7932557099749,41.9103402291697,1
13314240370000,2007,11,435000,211,6920,48,2912,12,6,1,1,0,0,3,0,1,-87.7854895,41.909871,1
13321040170000,1996,1,129000,203,3750,79,1036,5,2,1,0,0,1,1,0,1,-87.7801975,41.9227465,1
13321160110000,1997,12,124500,202,3750,78,707,4,2,1,0,0,0,1,0,0,-87.7849505386791,41.919019758118,0
13321160110000,2013,10,160000,202,3750,78,707,4,2,1,0,0,0,1,0,0,-87.7849505386791,41.919019758118,0
13321160310000,1993,8,150000,211,3750,35,2402,12,6,1,1,1,0,3,0,0,-87.784437538679,41.919107758118,0
13321190290000,2004,7,420000,211,3656,37,2600,7,4,0,0,0,0,2,1,0,-87.7808429317791,41.9207268435577,0
13321200210000,1999,8,33000,203,3750,4,1288,6,4,1,1,1,0,2.5,0,1,-87.780053,41.918312,1
13321200210000,2001,2,185000,203,3750,4,1288,6,4,1,1,1,0,2.5,0,1,-87.780053,41.918312,1
13321200210000,2004,10,289000,203,3750,4,1288,6,4,1,1,1,0,2.5,0,1,-87.780053,41.918312,1
13321200370000,1990,10,47000,202,3750,85,817,4,2,1,0,0,1,1,1,0,-87.7795607565503,41.9190590148503,0
13321200370000,1998,10,67000,202,3750,85,817,4,2,1,0,0,1,1,1,0,-87.7795607565503,41.9190590148503,0
13322040170000,1996,3,92000,203,3100,76,1440,6,3,1,0,0,1,1,1,0,-87.7704693157937,41.9229172527466,1
13322040170000,2007,5,290000,203,3100,76,1440,6,3,1,0,0,1,1,1,0,-87.7704693157937,41.9229172527466,1
13322090270000,2006,3,181974,203,3125,83,1428,6,2,1,0,0,1,1.5,0,0,-87.7735420556842,41.9211562405158,0
13322090270000,2006,11,337000,203,3125,83,1428,6,2,1,0,0,1,1.5,0,0,-87.7735420556842,41.9211562405158,0
13322090270000,2015,6,195000,203,3125,83,1428,6,2,1,0,0,1,1.5,0,0,-87.7735420556842,41.9211562405158,0
13324130150000,2000,7,113000,203,3720,85,1026,6,3,1,0,0,1,1,0,0,-87.7706775,41.910901,1
13324130150000,2002,5,155000,203,3720,85,1026,6,3,1,0,0,1,1,0,0,-87.7706775,41.910901,1
13324130150000,2003,7,172700,203,3720,85,1026,6,3,1,0,0,1,1,0,0,-87.7706775,41.910901,1
13324130150000,2010,4,42000,203,3720,85,1026,6,3,1,0,0,1,1,0,0,-87.7706775,41.910901,1
13324130150000,2010,10,158000,203,3720,85,1026,6,3,1,0,0,1,1,0,0,-87.7706775,41.910901,1
13324170070000,1990,8,65000,203,3720,85,1100,5,2,1,0,0,0,1,1,0,-87.766441255566,41.9105270161269,1
13324170070000,2003,1,150000,203,3720,85,1100,5,2,1,0,0,0,1,1,0,-87.766441255566,41.9105270161269,1
13324170070000,2005,9,195000,203,3720,85,1100,5,2,1,0,0,0,1,1,0,-87.766441255566,41.9105270161269,1
13324170070000,2006,4,258000,203,3720,85,1100,5,2,1,0,0,0,1,1,0,-87.766441255566,41.9105270161269,1
13331030050000,2004,10,175000,205,2950,63,9878,10,6,1,1,0,0,4,0,1,-87.7580285,41.923796,1
13331030200000,1990,11,89000,211,3402,90,1803,9,4,1,0,0,1,2,1,0,-87.758208,41.9226025,0
13331120120000,1991,5,120000,211,3780,91,1520,6,4,0,0,0,1,2,0,1,-87.7568842434536,41.9194099852783,0
13332050040000,2006,1,265000,204,4725,95,1919,7,4,0,0,0,1,1.5,0,1,-87.7506040259705,41.9230212448915,0
13332080020000,1993,5,99500,203,3780,82,1152,5,3,1,0,0,1,1.5,1,0,-87.7545035,41.922089,0
13332080020000,2002,2,184710,203,3780,82,1152,5,3,1,0,0,1,1.5,1,0,-87.7545035,41.922089,0
13332130070000,1994,5,120000,204,3780,80,1878,6,3,1,0,0,1,2,0,1,-87.7483413803938,41.9217305150527,1
13332280080000,1993,7,55000,211,4920,115,2184,10,5,1,0,0,1,2,0,1,-87.7494917590296,41.9180804677937,0
13332280080000,1994,5,112500,211,4920,115,2184,10,5,1,0,0,1,2,0,1,-87.7494917590296,41.9180804677937,0
13332280080000,1999,11,150000,211,4920,115,2184,10,5,1,0,0,1,2,0,1,-87.7494917590296,41.9180804677937,0
13332280080000,2004,6,106000,211,4920,115,2184,10,5,1,0,0,1,2,0,1,-87.7494917590296,41.9180804677937,0
13333130310000,1990,12,105000,211,3750,78,2146,6,4,0,0,0,0,2,1,0,-87.7622254653982,41.9121167428957,0
13333130310000,2003,2,188500,211,3750,78,2146,6,4,0,0,0,0,2,1,0,-87.7622254653982,41.9121167428957,0
13333130310000,2004,7,252000,211,3750,78,2146,6,4,0,0,0,0,2,1,0,-87.7622254653982,41.9121167428957,0
13333130310000,2009,1,190000,211,3750,78,2146,6,4,0,0,0,0,2,1,0,-87.7622254653982,41.9121167428957,0
13333180120000,1990,1,59250,203,3750,80,1056,5,2,1,1,0,1,1,1,0,-87.7566269644248,41.9121102439036,1
13334140290000,2005,7,280000,203,3780,90,1524,8,4,1,0,0,1,2.5,0,1,-87.7484465,41.9126015,1
13334140290000,2014,8,81000,203,3780,90,1524,8,4,1,0,0,1,2.5,0,1,-87.7484465,41.9126015,1
13334220270000,2006,3,300000,211,3124,76,3882,9,6,0,0,0,0,3,1,0,-87.7493975456403,41.9102512477172,0
13334230030000,2016,9,29000,203,3750,81,1126,4,3,0,0,0,0,1,0,0,-87.7488312077796,41.9102413734931,0
13341130390000,1991,6,65000,211,3750,91,1659,8,4,1,0,0,1,2,0,0,-87.7380267434507,41.920903985182,0
13341130390000,1999,11,143000,211,3750,91,1659,8,4,1,0,0,1,2,0,0,-87.7380267434507,41.920903985182,0
13341130390000,2011,5,70000,211,3750,91,1659,8,4,1,0,0,1,2,0,0,-87.7380267434507,41.920903985182,0
13341130390000,2014,10,251000,211,3750,91,1659,8,4,1,0,0,1,2,0,0,-87.7380267434507,41.920903985182,0
13341140090000,2004,7,217500,202,3750,89,966,7,3,1,0,0,1,2,0,1,-87.7373502199662,41.9217362588833,0
13341210190000,2014,3,70000,202,4725,100,915,4,2,1,0,0,1,1,0,1,-87.7384964975789,41.9191675002083,0
13342100320000,1997,5,116500,202,3780,95,836,9,3,1,0,0,1,2,0,1,-87.7343782434536,41.9215249852783,0
13342120480000,1990,2,79000,211,6300,105,2304,9,4,1,0,0,0,2,0,1,-87.732479,41.9224265,0
13342120480000,1995,5,115500,211,6300,105,2304,9,4,1,0,0,0,2,0,1,-87.732479,41.9224265,0
13342120480000,2001,2,167000,211,6300,105,2304,9,4,1,0,0,0,2,0,1,-87.732479,41.9224265,0
13342230340000,1995,12,160000,211,3750,92,2456,12,6,1,0,0,0,2,0,1,-87.7282109939778,41.9197795000786,1
13342230340000,2006,1,480000,211,3750,92,2456,12,6,1,0,0,0,2,0,1,-87.7282109939778,41.9197795000786,1
13342230340000,2009,5,152000,211,3750,92,2456,12,6,1,0,0,0,2,0,1,-87.7282109939778,41.9197795000786,1
13342240010000,1999,6,170000,211,4281,90,4308,9,6,0,0,0,0,3,0,0,-87.7275339098075,41.9206787445567,0
13342240010000,2006,9,660000,211,4281,90,4308,9,6,0,0,0,0,3,0,0,-87.7275339098075,41.9206787445567,0
